dedupe_key,doi,scopus_id,title,year,pub,manually_retrieved
ty:sub1varietiesincreasedriceoryzasativayieldinfloodpronerainfedlowlandsofcoastalregions:2020,,85114102196,SUB1 varieties increased rice (Oryza sativa) yield in flood-prone rainfed lowlands of coastal regions,2020,Indian Journal of Agricultural Sciences,
ty:agriculturalcompetitivenesssustainablelandscapesandmarketschallengesforhonduranagriculturalvaluechains:2020,,85115908158,"Agricultural competitiveness, sustainable landscapes and markets: Challenges for honduran agricultural value chains",2020,Honduras Economic Political and Social Issues,
doi:10.1088/1755-1315/583/1/012019,10.1088/1755-1315/583/1/012019,85096351466,Smallholders' diversification in Pauh Sub District Padang City West Sumatera Indonesia,2020,Iop Conference Series Earth and Environmental Science,
ty:breedingpearlmilletforheatstresstolerance:2020,,85202935491,Breeding pearl millet for heat stress tolerance,2020,Heat Stress in Food Grain Crops Plant Breeding and Omics Research,
ty:geneticenhancementofheattoleranceinmaizethroughconventionalandmodernstrategies:2020,,85118923302,Genetic enhancement of heat tolerance in maize through conventional and modern strategies,2020,Heat Stress in Food Grain Crops Plant Breeding and Omics Research,
doi:10.1080/13504509.2019.1654555,10.1080/13504509.2019.1654555,85070969350,A conceptual model-based approach to explore community livelihood adaptation under uncertainty for adaptive delta management,2020,International Journal of Sustainable Development and World Ecology,
doi:10.1080/13504509.2020.1731859,10.1080/13504509.2020.1731859,85087760201,Socio-ecological resilience of mangrove-shrimp models under various threats exacerbated from salinity intrusion in coastal area of the Vietnamese Mekong Delta,2020,International Journal of Sustainable Development and World Ecology,
doi:10.1007/s11852-020-00779-z,10.1007/s11852-020-00779-z,85091234856,Analyzing adaptation strategies to climate change followed by the farming community of the Indian Sunderbans using Analytical Hierarchy Process,2020,Journal of Coastal Conservation,
doi:10.1007/s10584-020-02709-2,10.1007/s10584-020-02709-2,85083777942,Using experimental manipulation of questionnaire design and a Kenyan panel to test for the reliability of reported perceptions of climate change and adaptation,2020,Climatic Change,
doi:10.3390/ijerph17197200,10.3390/ijerph17197200,85092093490,“We Will Always Ask Ourselves the Question of How to Feed the Family”: Subsistence Farmers’ Perceptions on Adaptation to Climate Change in Burkina Faso,2020,International Journal of Environmental Research and Public Health,
doi:10.1007/s12517-020-06019-w,10.1007/s12517-020-06019-w,85091502183,Determinants of farmers’ adaptation to climate change in rain-fed agriculture of Pakistan,2020,Arabian Journal of Geosciences,
doi:10.2989/10220119.2020.1748713,10.2989/10220119.2020.1748713,85089082236,Characterisation of ecosystem-based adaptations to drought in the central cattle corridor of Uganda,2020,African Journal of Range and Forage Science,
doi:10.3390/atmos11101127,10.3390/atmos11101127,85095964399,Using seasonal forecast as an adaptation strategy: Gender differential impact on yield and income in senegal,2020,Atmosphere,
doi:10.1007/s00267-020-01332-2,10.1007/s00267-020-01332-2,85088017143,Factors Influencing Measure-based Adaptation of Rice Farmers for Slow-Onset Hazard: the Case of Saltwater Inundation in the Philippines and Vietnam,2020,Environmental Management,
doi:10.3390/agronomy10101561,10.3390/agronomy10101561,85102831418,"Portfolios of Climate Smart Agriculture Practices in Smallholder Rice-Wheat System of Eastern Indo-Gangetic Plains—Crop Productivity, Resource Use Efficiency and Environmental Foot Prints",2020,Agronomy,
doi:10.1007/s10584-020-02727-0,10.1007/s10584-020-02727-0,85084494077,Managing climate risk through crop diversification in rural Kenya,2020,Climatic Change,
doi:10.1007/s10708-019-10024-2,10.1007/s10708-019-10024-2,85066906387,Heterogeneous treatment effect estimation of participation in collective actions and adoption of climate-smart farming technologies in South–West Nigeria,2020,Geojournal,
doi:10.1007/s12571-020-01047-6,10.1007/s12571-020-01047-6,85086228504,Use and benefits of tree germplasm from the World Agroforestry genebank for smallholder farmers in Kenya,2020,Food Security,
doi:10.3390/su12197970,10.3390/su12197970,85093080365,Climate change impacts on a tropical fishery ecosystem: Implications and societal responses,2020,Sustainability Switzerland,
doi:10.5846/stxb201910092105,10.5846/stxb201910092105,85097421602,Livelihood vulnerability of farmers in key ecological function area under multiple stressors: Taking the Yellow River water supply area of Gannan as an example,2020,Shengtai Xuebao,
doi:10.1007/s41685-020-00171-7,10.1007/s41685-020-00171-7,85100606051,Analysis on the factors affecting farmers’ performance in disaster risk management at community level: focusing on a Haor locality in Bangladesh,2020,Asia Pacific Journal of Regional Science,
doi:10.1007/s12571-020-01042-x,10.1007/s12571-020-01042-x,85084759789,Gender-Specific Livelihood Strategies for Coping with Climate Change-Induced Food Insecurity in Southeast Nigeria,2020,Food Security,
doi:10.1108/ijccsm-12-2019-0073,10.1108/ijccsm-12-2019-0073,85088124669,Quantifying farmers’ climate change adaptation strategies and the strategy determinants in Southwest China,2020,International Journal of Climate Change Strategies and Management,
doi:10.1108/ijccsm-01-2019-0002,10.1108/ijccsm-01-2019-0002,85087699916,"Determinants of adaptation strategies to climate change among the smallholder farmers in Adama District, Ethiopia",2020,International Journal of Climate Change Strategies and Management,
doi:10.1108/ijccsm-11-2019-0063,10.1108/ijccsm-11-2019-0063,85085098002,"Farmer’s adoption tendency towards drought shock, risk-taking networks and modern irrigation technology: evidence from Zhangye, Gansu, PRC",2020,International Journal of Climate Change Strategies and Management,
doi:10.1080/20421338.2019.1694780,10.1080/20421338.2019.1694780,85077088360,Adoption determinants of multiple climate smart agricultural technologies in Zimbabwe: Considerations for scaling-up and out,2020,African Journal of Science Technology Innovation and Development,
doi:10.1080/08920753.2020.1795970,10.1080/08920753.2020.1795970,85088834544,Climate Change Adaptation and Extreme Weather in the Small-Scale Fisheries of Dominica,2020,Coastal Management,
doi:10.1007/s11069-020-04127-0,10.1007/s11069-020-04127-0,85087657712,"Heat, cold, and floods: exploring farmers’ motivations to adapt to extreme weather events in the Terai region of Nepal",2020,Natural Hazards,
doi:10.3390/agriculture10090410,10.3390/agriculture10090410,85090881429,"Factors determining the adoption of strategies used by smallholder farmers to cope with climate variability in the eastern free state, South Africa",2020,Agriculture Switzerland,
doi:10.3390/su12176946,10.3390/su12176946,85117578557,"Climate Change Adaptation, Food Security, and Attitudes toward Risk among Smallholder Coffee Farmers in Nicaragua",2020,Sustainability Switzerland,
doi:10.1142/s2345748120500177,10.1142/s2345748120500177,85100486530,Poverty Reduction Effect of Adaptation to Climate Change: Empirical Evidence from China's Loess Plateau and Qinba Mountains,2020,Chinese Journal of Urban and Environmental Studies,
doi:10.1016/j.ecolind.2020.106475,10.1016/j.ecolind.2020.106475,85085108585,"Farmers’ perception of climate change and adaptation decisions: A micro-level evidence from Bundelkhand Region, India",2020,Ecological Indicators,
doi:10.1080/08941920.2019.1693677,10.1080/08941920.2019.1693677,85075392975,Effects of Social Learning on Rural Farmers’ Adaptive Capacity: Empirical Insights from the Vietnamese Mekong Delta,2020,Society and Natural Resources,
doi:10.3390/su12187494,10.3390/su12187494,85091149427,Identifying barriers and enablers for climate change adaptation of farmers in semi-arid North-Western China,2020,Sustainability Switzerland,
ty:transformativeadaptationstoclimatechangecasesfromthejamunariverfishingcommunitiesofbangladesh:2020,,85091833469,Transformative adaptations to climate change: Cases from the jamuna river fishing communities of bangladesh,2020,Journal of Fisheries and Environment,
doi:10.1007/s11069-020-04095-5,10.1007/s11069-020-04095-5,85086151918,"Analyzing the occurrence of floods and droughts in connection with climate change in Punjab province, Pakistan",2020,Natural Hazards,
doi:10.1007/s10113-020-01653-2,10.1007/s10113-020-01653-2,85086164620,"Sustaining healthy diets in times of change: linking climate hazards, food systems and nutrition security in rural communities of the Fiji Islands",2020,Regional Environmental Change,
doi:10.2166/wcc.2019.109,10.2166/wcc.2019.109,85088920432,"Food security under unreliable rainfall: The case study of a rural community in Limpopo Province, South Africa",2020,Journal of Water and Climate Change,
doi:10.1007/s11356-020-09673-5,10.1007/s11356-020-09673-5,85086717670,Economic efficiency of rainfed wheat farmers under changing climate: evidence from Pakistan,2020,Environmental Science and Pollution Research,
doi:10.3390/su12176965,10.3390/su12176965,85090567751,"Does adoption of soil and water conservation practice enhance productivity and reduce risk exposure? Empirical evidence from semi-arid tropics (SAT), India",2020,Sustainability Switzerland,
doi:10.3390/land9090302,10.3390/land9090302,85090827169,Adaptation to land degradation in southeast Vietnam,2020,Land,
doi:10.1002/ev.20423,10.1002/ev.20423,85091981528,Unpacking Mechanisms in Climate Resilient Agriculture Interventions,2020,New Directions for Evaluation,
doi:10.1007/s11069-020-04145-y,10.1007/s11069-020-04145-y,85087787020,"Rural households’ vulnerability and risk of flooding in Mbire District, Zimbabwe",2020,Natural Hazards,
doi:10.1016/j.forpol.2020.102237,10.1016/j.forpol.2020.102237,85086373050,Farmers' responsibilization in payment for environmental services: Lessons from community forestry in Nepal,2020,Forest Policy and Economics,
ty:silvopastoralarrangementswithtreespeciesalnusacuminataalderanditseffectontheenvironmentalfactorsoflivestocksystems:2020,,85108289827,Silvopastoral arrangements with tree species Alnus acuminata (alder) and its effect on the environmental factors of livestock systems,2020,Revista De Investigaciones Agropecuarias,
doi:10.13930/j.cnki.cjea.190897,10.13930/j.cnki.cjea.190897,85090680156,Comprehensive evaluation of agriculture labor productivity in Pidu Linpan Farming System in Chengdu urban fringe,2020,Chinese Journal of Eco Agriculture,
doi:10.1037/trm0000280,10.1037/trm0000280,85091976698,Reducing the impact of climatological disasters in rural botswana-building disaster - Resilient dwelling structures - A gendered perspective,2020,Traumatology,
doi:10.3964/j.issn.1000-0593(2020)09-2925-07,10.3964/j.issn.1000-0593(2020)09-2925-07,85092257859,Hyperspectral Discrimination of Different Canopy Colors in Erannis Jacobsoni Djak-Infested Larch,2020,Guang Pu Xue Yu Guang Pu Fen Xi Spectroscopy and Spectral Analysis,
doi:10.13925/j.cnki.gsxb.20200046,10.13925/j.cnki.gsxb.20200046,85089900950,Effects of interrow grass planting on soil quality characteristics in jujube orchard in the extremely arid areas of southern Xinjiang,2020,Journal of Fruit Science,
doi:10.1080/17565529.2019.1664975,10.1080/17565529.2019.1664975,85073940197,Perceptions of weather variability and climate change on goat producers’ choice of coping and adaptation strategies: evidence from climate-smart and non-climate-smart villages in the Jirapa and Lawra districts,2020,Climate and Development,
doi:10.1080/17565529.2019.1664974,10.1080/17565529.2019.1664974,85091617305,Learning as an everyday adaptation practice in the rural Vietnamese Mekong Delta,2020,Climate and Development,
doi:10.1080/17565529.2019.1676188,10.1080/17565529.2019.1676188,85074609580,Female contribution to grassroots innovation for climate change adaptation in Bangladesh,2020,Climate and Development,
doi:10.1108/ijse-09-2019-0534,10.1108/ijse-09-2019-0534,85088592356,Climate change vulnerability and adaptation in Vietnam from a gender perspective: a case study of Northern province of Vietnam,2020,International Journal of Social Economics,
doi:10.1080/13549839.2020.1805599,10.1080/13549839.2020.1805599,85089458580,Exploring Vietnamese cereal smallholders’ perceptions and adaptations to temperature and precipitation variability: implications for adaptation strategies,2020,Local Environment,
doi:10.1007/s11356-020-09368-x,10.1007/s11356-020-09368-x,85085704636,Climate change adaptation impact on cash crop productivity and income in Punjab province of Pakistan,2020,Environmental Science and Pollution Research,
doi:10.1007/s10584-020-02696-4,10.1007/s10584-020-02696-4,85084072334,"Propensity to adapt to climate change: insights from pastoralist and agro-pastoralist households of Laikipia County, Kenya",2020,Climatic Change,
doi:10.1007/s13762-020-02662-8,10.1007/s13762-020-02662-8,85079463553,Perception of farmers on climate change and its impacts on agriculture across various altitudinal zones of Bhutan Himalayas,2020,International Journal of Environmental Science and Technology,
doi:10.1007/s10584-020-02708-3,10.1007/s10584-020-02708-3,85083389601,Perceived farm-level climatic impacts on coastal agricultural productivity in Bangladesh,2020,Climatic Change,
doi:10.1111/jac.12421,10.1111/jac.12421,85087895320,"Creating the data basis to adapt agricultural decision support tools to new environments, land management and climate change—A case study of the RiceAdvice App",2020,Journal of Agronomy and Crop Science,
doi:10.3390/app10155091,10.3390/app10155091,85088860356,Understanding indigenous farming systems in response to climate change: An investigation into soil erosion in the mountainous regions of Central Vietnam,2020,Applied Sciences Switzerland,
doi:10.3390/su12166598,10.3390/su12166598,85089884181,"Role of information in farmers' response toweather and water related stresses in the lower Bengal Delta, Bangladesh",2020,Sustainability Switzerland,
doi:10.3390/su12166528,10.3390/su12166528,85089957990,An economic comparison between alternative rice farming systems in Tanzania using a monte carlo simulation approach,2020,Sustainability Switzerland,
ty:plantgrowthpromotingbacteriaandmycorrhizalonvarietiesofsorghumsppgerminationunderstressingabioticconditions:2020,,85091627470,Plant growth promoting bacteria and mycorrhizal on varieties of Sorghum spp. germination under stressing abiotic conditions,2020,Tropical and Subtropical Agroecosystems,
ty:probableimpactsofclimatechangeoncapturefisheriesofanasagarajmerrajasthan:2020,,85095852050,"Probable impacts of climate change on capture fisheries of Anasagar, Ajmer, Rajasthan",2020,Research Journal of Chemistry and Environment,
doi:10.1080/20421338.2020.1800242,10.1080/20421338.2020.1800242,85090925514,Tailoring conservation farming to climate change in the smallholder farming sector: Case of lowveld areas in Zimbabwe,2020,African Journal of Science Technology Innovation and Development,
doi:10.3389/frwa.2020.00015,10.3389/frwa.2020.00015,85097137628,Simulating Small-Scale Agricultural Adaptation Decisions in Response to Drought Risk: An Empirical Agent-Based Model for Semi-Arid Kenya,2020,Frontiers in Water,
doi:10.1088/1755-1315/521/1/012004,10.1088/1755-1315/521/1/012004,85089470911,Salt farmer's adaptation strategy facing climate change (case study in Pati Regency),2020,Iop Conference Series Earth and Environmental Science,
doi:10.1080/14735903.2020.1775930,10.1080/14735903.2020.1775930,85087024625,Participatory seed projects and agroecological landscape knowledge in Central America,2020,International Journal of Agricultural Sustainability,
doi:10.1080/17565529.2019.1660604,10.1080/17565529.2019.1660604,85073996696,"Gendered perceptions of climate variability, food insecurity, and adaptation practices in Nepal",2020,Climate and Development,
doi:10.1080/17565529.2019.1664377,10.1080/17565529.2019.1664377,85073936568,"Exploring perceptions and influences of local stakeholders on climate change adaptation in Central and Western Tarai, Nepal",2020,Climate and Development,
doi:10.1007/s11356-020-09048-w,10.1007/s11356-020-09048-w,85085095593,"Farmers’ perceptions of climate change and adaptation behavior in Wushen Banner, China",2020,Environmental Science and Pollution Research,
doi:10.1007/s11356-020-08987-8,10.1007/s11356-020-08987-8,85083997623,Adaptation towards climate change impacts among highland farmers in Malaysia,2020,Environmental Science and Pollution Research,
doi:10.3390/su12145846,10.3390/su12145846,85088835071,"Information sources and constraints to climate change adaptation amongst smallholder farmers in Amathole District Municipality, Eastern Cape Province, South Africa",2020,Sustainability Switzerland,
doi:10.1175/wcas-d-19-0122.1,10.1175/wcas-d-19-0122.1,85088784855,Factors constraining timely sowing of wheat as an adaptation to climate change in eastern India,2020,Weather Climate and Society,
doi:10.1016/j.gloenvcha.2020.102094,10.1016/j.gloenvcha.2020.102094,85085956348,Deciphering interwoven drivers of environment-related migration – A multisite case study from the Ethiopian highlands,2020,Global Environmental Change,
doi:10.1016/j.sciaf.2020.e00397,10.1016/j.sciaf.2020.e00397,85083682842,"Analysis of farm households’ perceived climate change impacts, vulnerability and resilience in Ghana",2020,Scientific African,
doi:10.1175/wcas-d-19-0134.1,10.1175/wcas-d-19-0134.1,85089710820,"Archetypes of climate-risk profiles among rural households in limpopo, south africa",2020,Weather Climate and Society,
doi:10.3390/f11070747,10.3390/f11070747,85089281435,The agroforestry heritage system of Sabana De Morro in El Salvador,2020,Forests,
ty:howprofitableclimatesmartagriculturalpracticesarevoiceoffarmersfromricewheatecologies:2020,,85114116854,How profitable climate smart agricultural practices are? Voice of farmers from rice-wheat ecologies,2020,Indian Journal of Agricultural Sciences,
doi:10.3390/agriculture10070270,10.3390/agriculture10070270,85087388106,The resilience of smallholder livestock farmers in sub-saharan africa and the risks imbedded in rural livestock systems,2020,Agriculture Switzerland,
doi:10.1016/j.ecolind.2020.106276,10.1016/j.ecolind.2020.106276,85082828165,Drought risk assessment: Towards drought early warning system and sustainable environment in western Iran,2020,Ecological Indicators,
doi:10.1109/cec48606.2020.9185729,10.1109/cec48606.2020.9185729,85092052955,"Using Cultural Algorithms to Learn the Impact of Climate on Local Fishing Behavior in Cerro Azul, Peru",2020,2020 IEEE Congress on Evolutionary Computation CEC 2020 Conference Proceedings,
doi:10.1007/s10708-019-09993-1,10.1007/s10708-019-09993-1,85064190719,"Understanding farmers’ perceptions and adaptation to climate change: the case of Rio das Contas basin, Brazil",2020,Geojournal,
doi:10.3390/su12114526,10.3390/su12114526,85086111417,Dynamics of smallholder farmers' livelihood adaptation decision-making in Central Ethiopia,2020,Sustainability Switzerland,
doi:10.1016/j.landusepol.2019.104189,10.1016/j.landusepol.2019.104189,85078779061,"Does social capital matter in climate change adaptation? A lesson from agricultural sector in Yogyakarta, Indonesia",2020,Land Use Policy,
doi:10.1007/s41748-020-00156-8,10.1007/s41748-020-00156-8,85086032252,"Soil Properties and Crop Productivity Strategies as a Potential Climate Variability Adaptation Options in Adefwuha Watershed, Ethiopia",2020,Earth Systems and Environment,
doi:10.1016/j.wdp.2020.100203,10.1016/j.wdp.2020.100203,85083889172,"Climate-smart agriculture, household income and asset accumulation among smallholder farmers in the Nyando basin of Kenya",2020,World Development Perspectives,
ty:sustainabilityconcerninindianagricultureneedsscienceledinnovationandstructuralreforms:2020,,85103041862,Sustainability concern in Indian agriculture: Needs science-led innovation and structural reforms,2020,Indian Journal of Agronomy,
doi:10.1177/0971521520910969,10.1177/0971521520910969,85086575735,"Women’s Vulnerability to Climate Change: Gender-skewed Implications on Agro-based Livelihoods in Rural Zvishavane, Zimbabwe",2020,Indian Journal of Gender Studies,
doi:10.1007/s12571-020-01024-z,10.1007/s12571-020-01024-z,85083809522,Subsistence farmer knowledge of strategies alleviating food insecurity in the context of climate change in the lower river region of the Gambia,2020,Food Security,
doi:10.1007/s11356-020-08341-y,10.1007/s11356-020-08341-y,85084649565,Modeling food growers’ perceptions and behavior towards environmental changes and its induced risks: evidence from Pakistan,2020,Environmental Science and Pollution Research,
doi:10.1016/j.wdp.2020.100204,10.1016/j.wdp.2020.100204,85083696716,When climate change is not psychologically distant – Factors influencing the acceptance of sustainable farming practices in the Mekong river Delta of Vietnam,2020,World Development Perspectives,
doi:10.1016/j.landusepol.2020.104612,10.1016/j.landusepol.2020.104612,85082696728,"Farming systems and Conservation Agriculture: Technology, structures and agency in Malawi",2020,Land Use Policy,
ty:exercisingricardianempiricstoinvestigatetheimpactofclimatechangeondairyproductioninpakistan:2020,,85089458146,Exercising ricardian empirics to investigate the impact of climate change on dairy production in Pakistan,2020,Fresenius Environmental Bulletin,
doi:10.1016/j.wace.2019.100241,10.1016/j.wace.2019.100241,85075899832,Local early warning systems for drought – Could they add value to nationally disseminated seasonal climate forecasts?,2020,Weather and Climate Extremes,
doi:10.1108/jed-08-2019-0027,10.1108/jed-08-2019-0027,85092907577,"Sustainability of the rice-shrimp farming system in Mekong Delta, Vietnam: a climate adaptive model",2020,Journal of Economics and Development,
doi:10.1080/14693062.2020.1745742,10.1080/14693062.2020.1745742,85083577402,Willingness to pay for weather index-based insurance in semi-subsistence agriculture: evidence from northern Togo,2020,Climate Policy,
doi:10.1080/17565529.2019.1630352,10.1080/17565529.2019.1630352,85068182482,Climate information services for adaptation: what does it mean to know the context?,2020,Climate and Development,
ty:remotesensinginvestigationofgrasslandchangeinnortheastchinaduring19902015:2020,,85087757490,Remote sensing investigation of grassland change in Northeast China during 1990~2015,2020,Zhongguo Huanjing Kexue China Environmental Science,
doi:10.1080/09614524.2020.1723494,10.1080/09614524.2020.1723494,85079394150,A framework for integrating scientific forecasts with indigenous systems of weather forecasting in southern Nigeria,2020,Development in Practice,
doi:10.1007/s11356-020-08112-9,10.1007/s11356-020-08112-9,85081919268,Adaptation options for small livestock farmers having large ruminants (cattle and buffalo) against climate change in Central Punjab Pakistan,2020,Environmental Science and Pollution Research,
doi:10.1007/s11250-019-02149-w,10.1007/s11250-019-02149-w,85077575153,"Livestock diversification prospects for climate change adaptation in Dangila district, Ethiopia",2020,Tropical Animal Health and Production,
doi:10.1007/s40333-020-0122-6,10.1007/s40333-020-0122-6,85085699909,Market opportunities do not explain the ability of herders to meet livelihood objectives over winter on the Mongolian Plateau,2020,Journal of Arid Land,
doi:10.1142/s2010007820500098,10.1142/s2010007820500098,85090275357,"WEATHER at DIFFERENT GROWTH STAGES, MULTIPLE PRACTICES and RISK EXPOSURES: PANEL DATA EVIDENCE from ETHIOPIA",2020,Climate Change Economics,
doi:10.3390/su12104296,10.3390/su12104296,85085709543,A combined analysis of sociological and farm management factors affecting household livelihood vulnerability to climate change in rural burundi,2020,Sustainability Switzerland,
doi:10.3390/su12104319,10.3390/su12104319,85085687331,Consequences of climate change impacts and incidences of extreme weather events in relation to crop production in Bhutan,2020,Sustainability Switzerland,
doi:10.1016/j.envsci.2020.02.010,10.1016/j.envsci.2020.02.010,85079529865,Using nature-based water storage for smallholder irrigated agriculture in African drylands: Lessons from frugal innovation pilots in Mozambique and Zimbabwe,2020,Environmental Science and Policy,
doi:10.13522/j.cnki.ggps.2019109,10.13522/j.cnki.ggps.2019109,85097218137,Reforming Agricultural Water Price in Irrigation District in Northwest China: Taking Gunning Irrigation District in Gansu Province as an Example,2020,Journal of Irrigation and Drainage,
doi:10.1016/j.jssas.2019.03.003,10.1016/j.jssas.2019.03.003,85063762451,Determinants of the involvement of extension agents in disseminating climate smart agricultural initiatives: Implication for scaling up,2020,Journal of the Saudi Society of Agricultural Sciences,
doi:10.1080/17565529.2019.1630351,10.1080/17565529.2019.1630351,85068206536,Risk experience and smallholder farmers’ climate change adaptation decision,2020,Climate and Development,
doi:10.1080/17565529.2019.1618234,10.1080/17565529.2019.1618234,85066636188,"Gendered climate change adaptation practices in fragmented farm fields of Gamo Highlands, Ethiopia",2020,Climate and Development,
doi:10.1080/17565529.2019.1619506,10.1080/17565529.2019.1619506,85066629256,Understanding individuals’ incentives for climate change adaptation in Nicaragua's coffee sector,2020,Climate and Development,
doi:10.1080/01904167.2019.1702209,10.1080/01904167.2019.1702209,85076912978,Resilient rice fertilization strategy for submergence-prone savanna agro-ecological zones of Northern Ghana,2020,Journal of Plant Nutrition,
ty:changesinthearcticbackgroundandissuesforcongressupdated:2020,,85144764942,Changes in the Arctic: Background and issues for congress (updated),2020,Climate Change Ice Sheets Melt and Changes in the Arctic,
doi:10.1111/1467-8489.12359,10.1111/1467-8489.12359,85077867307,Climate change adaptation actions by fish farmers: evidence from the Niger Delta Region of Nigeria,2020,Australian Journal of Agricultural and Resource Economics,
doi:10.1016/j.dib.2020.105275,10.1016/j.dib.2020.105275,85079410908,"Dataset on cocoa production and climate change adaptation strategies in Ahafo Ano North District, Ghana",2020,Data in Brief,
doi:10.1007/s00267-020-01264-x,10.1007/s00267-020-01264-x,85079725521,"Influence of Indigenous Knowledge and Scientific Climate Forecasts on Arable Farmers’ Climate Adaptation Methods in the Rwenzori region, Western Uganda",2020,Environmental Management,
doi:10.1007/s10668-019-00334-3,10.1007/s10668-019-00334-3,85062852819,Adaptive capacity of mountain community to climate change: case study in the Semien Mountains of Ethiopia,2020,Environment Development and Sustainability,
doi:10.1007/s11356-019-07143-1,10.1007/s11356-019-07143-1,85078125304,A comparative study between mainland and islander small-scale fishermen’s adaptation towards climate change,2020,Environmental Science and Pollution Research,
doi:10.1111/1467-8489.12357,10.1111/1467-8489.12357,85076375305,Adoption of climate-smart practices and its impact on farm performance and risk exposure among smallholder farmers in Ghana,2020,Australian Journal of Agricultural and Resource Economics,
doi:10.3390/w12040976,10.3390/w12040976,85086892409,Water conservation methods and cropping systems for increased productivity and economic resilience in Burkina Faso,2020,Water Switzerland,
doi:10.1007/s10708-018-09966-w,10.1007/s10708-018-09966-w,85059679750,Factors determining conversion of agricultural land use in Bangladesh: farmers’ perceptions and perspectives of climate change,2020,Geojournal,
doi:10.32444/ijsw.2020.81.2.205-218,10.32444/ijsw.2020.81.2.205-218,85090590708,Drought and coping strategies: A study of marathwada region of Maharashtra,2020,Indian Journal of Social Work,
ty:effectsofsowingdateandnitrogenapplicationrateonwheatyieldandyieldcomponentfactorinjianghuaiplain:2020,,85091668059,Effects of sowing date and nitrogen application rate on wheat yield and yield component factor in jianghuai plain,2020,Fresenius Environmental Bulletin,
doi:10.3390/cli8040054,10.3390/cli8040054,85084317241,Adaptation of Mediterranean olive groves to climate change through sustainable cultivation practices,2020,Climate,
doi:10.1088/1755-1315/451/1/012005,10.1088/1755-1315/451/1/012005,85083038929,Developing SIMASTI to disseminate information of season prediction and prepare for adaptation strategies in agriculture to climate change,2020,Iop Conference Series Earth and Environmental Science,
ty:3rdenvironmentalresourcesmanagementinglobalregion:2020,,85083051766,3rd Environmental Resources Management in Global Region,2020,Iop Conference Series Earth and Environmental Science,
doi:10.1088/1755-1315/451/1/012096,10.1088/1755-1315/451/1/012096,85083024043,Livelihood strategies of farmer households in the face of changing weather patterns: A case study from Sangiran Region,2020,Iop Conference Series Earth and Environmental Science,
ty:mentalandreproductivehealthdisordersduetonaturalhazzardstudyonpostmerapieruptiontowomenintemporarydwellingkuwangcangkringansleman:2020,,85082943900,"Mental and reproductive health disorders due to natural hazzard (Study on post merapi eruption to women in temporary Dwelling, Kuwang Cangkringan Sleman)",2020,International Journal of Advanced Science and Technology,
doi:10.1080/21683565.2019.1629373,10.1080/21683565.2019.1629373,85067656396,"Can an innovation platform support a local process of climate-smart agriculture implementation? A case study in Cauca, Colombia",2020,Agroecology and Sustainable Food Systems,
doi:10.1108/ijccsm-01-2019-0003,10.1108/ijccsm-01-2019-0003,85076826916,Determinants of adoption of climate-smart agriculture technologies in rice production in Vietnam,2020,International Journal of Climate Change Strategies and Management,
doi:10.1007/s41748-019-00134-9,10.1007/s41748-019-00134-9,85074770343,Climate Change and Variability Impacts on Rural Livelihoods and Adaptation Strategies in Southern Ethiopia,2020,Earth Systems and Environment,
doi:10.21162/pakjas/19.9030,10.21162/pakjas/19.9030,85079843001,"Farmers’ perceptions and adaptation practices to climate change in rain-fed area: A case study from district chakwal, Pakistan",2020,Pakistan Journal of Agricultural Sciences,
doi:10.1007/s10668-018-0280-2,10.1007/s10668-018-0280-2,85055680865,"Comparing farmers’ perceptions of climate change with meteorological data in three irrigated cropping zones of Punjab, Pakistan",2020,Environment Development and Sustainability,
doi:10.1016/j.wace.2018.06.001,10.1016/j.wace.2018.06.001,85082531047,"Linking climate forecasts to rural livelihoods: Mapping decisions, information networks and value chains",2020,Weather and Climate Extremes,
doi:10.1177/0021909619874824,10.1177/0021909619874824,85074019056,"The Role of Indigenous Knowledge Systems in Rural Smallholder Farmers’ Response to Climate Change: Case Study of Nkomazi Local Municipality, Mpumalanga, South Africa",2020,Journal of Asian and African Studies,
doi:10.1007/s41748-020-00146-w,10.1007/s41748-020-00146-w,85078722400,Factors Influencing the Adoption of Climate-Smart Agricultural Technologies Among Rice Farmers in Northern Ghana,2020,Earth Systems and Environment,
doi:10.1016/j.sciaf.2019.e00250,10.1016/j.sciaf.2019.e00250,85076113243,Gendered constraints for adopting climate-smart agriculture amongst smallholder Ethiopian women farmers,2020,Scientific African,
ty:feasibilityandfinancialviabilitystudyofanintensivemustardmungbeantransplantedausricetransplantedamanricecroppingsysteminanonsalinecoastalecosystemofbangladesh:2020,,85095851999,Feasibility and financial viability study of an intensive mustard–mungbean–transplanted aus rice–transplanted aman rice cropping system in a non-saline coastal ecosystem of bangladesh,2020,Philippine Agricultural Scientist,
doi:10.13866/j.azr.2020.02.29,10.13866/j.azr.2020.02.29,85091027623,"Study on the determinants of agricultural water-saving technologies: A case in Zhangbei County, Hebei Province, China",2020,Arid Zone Research,
ty:analysisofrisksinfinancingagricultureacaseofagriculturalcooperativesinbenuestatenigeria:2020,,85210425988,"Analysis of Risks in Financing Agriculture a Case of Agricultural Cooperatives in Benue State, Nigeria",2020,International Journal of Agricultural Science Research and Technology in Extension and Education Systems,
