title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
Adaptive comanagement to achieve climate-ready fisheries,2018-11-01,Conservation Letters,10.1111/conl.12452,2-s2.0-85044510902,85044510902,57,https://api.elsevier.com/content/abstract/scopus_id/85044510902
Co-design and assessment of mitigation practices in rice production systems: A case study in northern Vietnam,2018-11-01,Agricultural Systems,10.1016/j.agsy.2018.08.012,2-s2.0-85053082429,85053082429,15,https://api.elsevier.com/content/abstract/scopus_id/85053082429
UK public perceptions of Ocean Acidification – The importance of place and environmental identity,2018-11-01,Marine Policy,10.1016/j.marpol.2018.04.006,2-s2.0-85045319102,85045319102,17,https://api.elsevier.com/content/abstract/scopus_id/85045319102
Farm-level and community aggregate economic impacts of adopting climate smart agricultural practices in three mega environments,2018-11-01,Plos One,10.1371/journal.pone.0207700,2-s2.0-85056707591,85056707591,36,https://api.elsevier.com/content/abstract/scopus_id/85056707591
Post-disaster agricultural transitions in Nepal,2018-11-01,Ambio,10.1007/s13280-018-1021-3,2-s2.0-85042178076,85042178076,16,https://api.elsevier.com/content/abstract/scopus_id/85042178076
Livelihood Diversification Strategies to Climate Change among Smallholder Farmers in Northern Ghana,2018-11-01,Journal of International Development,10.1002/jid.3330,2-s2.0-85031101837,85031101837,71,https://api.elsevier.com/content/abstract/scopus_id/85031101837
Large-scale environmental degradation results in inequitable impacts to already impoverished communities: A case study from the floating villages of Cambodia,2018-11-01,Ambio,10.1007/s13280-018-1022-2,2-s2.0-85042198285,85042198285,20,https://api.elsevier.com/content/abstract/scopus_id/85042198285
Synergistic effects of pathogen and pesticide exposure on honey bee (Apis mellifera) survival and immunity,2018-11-01,Journal of Invertebrate Pathology,10.1016/j.jip.2018.10.005,2-s2.0-85055575152,85055575152,81,https://api.elsevier.com/content/abstract/scopus_id/85055575152
What rainfall does not tell us-enhancing financial instruments with satellite-derived soil moisture and evaporative stress,2018-11-01,Remote Sensing,10.3390/rs10111819,2-s2.0-85057117583,85057117583,22,https://api.elsevier.com/content/abstract/scopus_id/85057117583
Population dynamics and stock assessment of Ethmalosa fimbriata in Senegal call for fishing regulation measures,2018-11-01,Regional Studies in Marine Science,10.1016/j.rsma.2018.08.003,2-s2.0-85052896185,85052896185,16,https://api.elsevier.com/content/abstract/scopus_id/85052896185
Risk management options in maize cropping systems in semi-arid areas of Southern Africa,2018-11-01,Field Crops Research,10.1016/j.fcr.2018.09.002,2-s2.0-85053081952,85053081952,8,https://api.elsevier.com/content/abstract/scopus_id/85053081952
"Assessment of post-harvest fish losses in two selected lakes of Amhara Region, Northern Ethiopia",2018-11-01,Heliyon,10.1016/j.heliyon.2018.e00949,2-s2.0-85056711993,85056711993,19,https://api.elsevier.com/content/abstract/scopus_id/85056711993
Overcoming the dichotomy of implementing societal flood risk management while conserving instream fish habitat – A long-term study from a highly modified urban river,2018-10-15,Journal of Environmental Management,10.1016/j.jenvman.2018.07.030,2-s2.0-85053056020,85053056020,5,https://api.elsevier.com/content/abstract/scopus_id/85053056020
"Elephant crop damage: Subsistence farmers' social vulnerability, livelihood sustainability and elephant conservation",2018-10-07,Sustainability Switzerland,10.3390/su10103572,2-s2.0-85054469626,85054469626,38,https://api.elsevier.com/content/abstract/scopus_id/85054469626
A systematic review of how vulnerability of smallholder agricultural systems to changing climate is assessed in Africa,2018-10-05,Environmental Research Letters,10.1088/1748-9326/aae026,2-s2.0-85055792882,85055792882,100,https://api.elsevier.com/content/abstract/scopus_id/85055792882
"The challenge of food security, value chains and delivery of benefits for smallholder farmers in Vietnam, Southeast Asia part 2",2018-10-05,Acta Horticulturae,10.17660/ActaHortic.2018.1213.1,2-s2.0-85056114346,85056114346,1,https://api.elsevier.com/content/abstract/scopus_id/85056114346
Farmers’ intrinsic values for adopting climate-smart practices in Kenya: empirical evidence from a means-end chain analysis,2018-10-03,Climate and Development,10.1080/17565529.2018.1442786,2-s2.0-85042920144,85042920144,19,https://api.elsevier.com/content/abstract/scopus_id/85042920144
Building pathways out of poverty through climate smart agriculture and effective targeting,2018-10-03,Development in Practice,10.1080/09614524.2018.1492516,2-s2.0-85052491521,85052491521,27,https://api.elsevier.com/content/abstract/scopus_id/85052491521
Comparative analysis of farmers engaged in participatory research to cope with climate change versus non-participants in Northeast Thailand,2018-10-02,Plant Production Science,10.1080/1343943X.2018.1498746,2-s2.0-85052060877,85052060877,6,https://api.elsevier.com/content/abstract/scopus_id/85052060877
"Water scarcity and livelihoods in Bihar and West Bengal, India",2018-10-02,Oxford Development Studies,10.1080/13600818.2018.1447097,2-s2.0-85043459355,85043459355,16,https://api.elsevier.com/content/abstract/scopus_id/85043459355
An agent-based model of rural households’ adaptation to climate change,2018-10-01,JASSS,10.18564/jasss.3812,2-s2.0-85060237660,85060237660,41,https://api.elsevier.com/content/abstract/scopus_id/85060237660
"A framework to investigate drivers of adaptation decisions in marine fishing: Evidence from urban, semi-urban and rural communities",2018-10-01,Science of the Total Environment,10.1016/j.scitotenv.2018.04.429,2-s2.0-85046785118,85046785118,20,https://api.elsevier.com/content/abstract/scopus_id/85046785118
Climate change adaptation: Linking indigenous knowledge with western science for effective adaptation,2018-10-01,Environmental Science and Policy,10.1016/j.envsci.2018.06.014,2-s2.0-85049329568,85049329568,310,https://api.elsevier.com/content/abstract/scopus_id/85049329568
Are farmers’ adaptations enhancing food production? Evidence from China,2018-10-01,Regional Environmental Change,10.1007/s10113-018-1410-y,2-s2.0-85053203772,85053203772,2,https://api.elsevier.com/content/abstract/scopus_id/85053203772
The adoption and impact of engineering-type measures to address climate change: evidence from the major grain-producing areas in China,2018-10-01,Australian Journal of Agricultural and Resource Economics,10.1111/1467-8489.12269,2-s2.0-85051123191,85051123191,20,https://api.elsevier.com/content/abstract/scopus_id/85051123191
"Micro-level social vulnerability assessment towards climate change adaptation in semi-arid Ghana, West Africa",2018-10-01,Environment Development and Sustainability,10.1007/s10668-017-9988-7,2-s2.0-85020712994,85020712994,7,https://api.elsevier.com/content/abstract/scopus_id/85020712994
Impacts and responses to environmental change in coastal livelihoods of south-west Bangladesh,2018-10-01,Science of the Total Environment,10.1016/j.scitotenv.2018.04.328,2-s2.0-85046755360,85046755360,96,https://api.elsevier.com/content/abstract/scopus_id/85046755360
A review of greenhouse gas emissions from the agriculture sector in Africa,2018-10-01,Agricultural Systems,10.1016/j.agsy.2018.08.011,2-s2.0-85052302609,85052302609,106,https://api.elsevier.com/content/abstract/scopus_id/85052302609
"The insight of agricultural adaptation to climate change: a case of rice growers in Eastern Himalaya, India",2018-10-01,International Journal of Biometeorology,10.1007/s00484-018-1586-3,2-s2.0-85052701002,85052701002,19,https://api.elsevier.com/content/abstract/scopus_id/85052701002
"Women’s perspectives of small-scale fisheries and environmental change in Chilika lagoon, India",2018-10-01,Maritime Studies,10.1007/s40152-018-0100-1,2-s2.0-85055027866,85055027866,27,https://api.elsevier.com/content/abstract/scopus_id/85055027866
Sustainable intensification of dairy production can reduce forest disturbance in Kenyan montane forests,2018-10-01,Agriculture Ecosystems and Environment,10.1016/j.agee.2018.06.011,2-s2.0-85049487221,85049487221,31,https://api.elsevier.com/content/abstract/scopus_id/85049487221
Impact of climate-change risk-coping strategies on livestock productivity and household welfare: empirical evidence from Pakistan,2018-10-01,Heliyon,10.1016/j.heliyon.2018.e00797,2-s2.0-85054871837,85054871837,49,https://api.elsevier.com/content/abstract/scopus_id/85054871837
"Modeling the Spatio-Temporal Meteorological Drought Characteristics Using the Standardized Precipitation Index (SPI) in Raya and Its Environs, Northern Ethiopia",2018-10-01,Earth Systems and Environment,10.1007/s41748-018-0057-7,2-s2.0-85060295764,85060295764,73,https://api.elsevier.com/content/abstract/scopus_id/85060295764
Vulnerability of flatfish and their fisheries to climate change,2018-10-01,Journal of Sea Research,10.1016/j.seares.2018.06.006,2-s2.0-85049623666,85049623666,22,https://api.elsevier.com/content/abstract/scopus_id/85049623666
Genomic signatures of environmental selection despite near-panmixia in summer flounder,2018-10-01,Evolutionary Applications,10.1111/eva.12676,2-s2.0-85052380175,85052380175,31,https://api.elsevier.com/content/abstract/scopus_id/85052380175
OHMi-Nunavik: A Multi-Thematic and Cross-Cultural Research Program Studying the Cumulative Effects of Climate and Socio-Economic Changes on Inuit Communities,2018-10-01,Ecoscience,10.1080/11956860.2018.1542783,2-s2.0-85058387960,85058387960,5,https://api.elsevier.com/content/abstract/scopus_id/85058387960
Socioeconomic Vulnerability to Disaster Risk: A Case Study of Flood and Drought Impact in a Rural Sri Lankan Community,2018-10-01,Ecological Economics,10.1016/j.ecolecon.2018.05.010,2-s2.0-85048344093,85048344093,231,https://api.elsevier.com/content/abstract/scopus_id/85048344093
Resilience thinking applied to fisheries management: perspectives for the mullet fishery in Southern-Southeastern Brazil,2018-10-01,Regional Environmental Change,10.1007/s10113-018-1323-9,2-s2.0-85045079499,85045079499,20,https://api.elsevier.com/content/abstract/scopus_id/85045079499
Developing and deploying climate-resilient maize varieties in the developing world,2018-10-01,Current Opinion in Plant Biology,10.1016/j.pbi.2018.05.004,2-s2.0-85047185831,85047185831,111,https://api.elsevier.com/content/abstract/scopus_id/85047185831
Multiple non-climatic drivers of food insecurity reinforce climate change maladaptation trajectories among Peruvian Indigenous Shawi in the Amazon,2018-10-01,Plos One,10.1371/journal.pone.0205714,2-s2.0-85055072651,85055072651,52,https://api.elsevier.com/content/abstract/scopus_id/85055072651
Duplication of HSP-110 is implicated in differential success of globodera species under climate change,2018-10-01,Molecular Biology and Evolution,10.1093/molbev/msy132,2-s2.0-85055007017,85055007017,14,https://api.elsevier.com/content/abstract/scopus_id/85055007017
The regime shifts database: A framework for analyzing regime shifts in social-ecological systems,2018-10-01,Ecology and Society,10.5751/ES-10264-230309,2-s2.0-85054399739,85054399739,157,https://api.elsevier.com/content/abstract/scopus_id/85054399739
"Late Holocene wetland transgression and 500 years of vegetation and fire variability in the semi-arid Amboseli landscape, southern Kenya",2018-10-01,Ambio,10.1007/s13280-018-1014-2,2-s2.0-85045151913,85045151913,16,https://api.elsevier.com/content/abstract/scopus_id/85045151913
Drivers of response to extreme weather warnings among marine fishermen,2018-10-01,Climatic Change,10.1007/s10584-018-2284-1,2-s2.0-85053048931,85053048931,6,https://api.elsevier.com/content/abstract/scopus_id/85053048931
Analysis of indirect economic loss of meteorological disasters among the Belt and Road typical countries based on the MRIO model: Taking the Chinas typhoon Rammasun in 2014 as an example,2018-10-01,Journal of Natural Disasters,10.13577/j.jnd.2018.0501,2-s2.0-85061600055,85061600055,10,https://api.elsevier.com/content/abstract/scopus_id/85061600055
Applying Bayesian networks to evaluate small-scale farmers’ perceptions of native reforestation practices in Brazil’s Caatinga biome,2018-10-01,Regional Environmental Change,10.1007/s10113-018-1370-2,2-s2.0-85049589311,85049589311,4,https://api.elsevier.com/content/abstract/scopus_id/85049589311
Association between human and animal thermal comfort indices and physiological heat stress indicators in dairy calves,2018-10-01,Environmental Research,10.1016/j.envres.2018.05.036,2-s2.0-85048464044,85048464044,5,https://api.elsevier.com/content/abstract/scopus_id/85048464044
Analysis of pastoralists’ perception on challenges and opportunities for sheep and goat production in Northern Kenya,2018-10-01,Tropical Animal Health and Production,10.1007/s11250-018-1613-8,2-s2.0-85047115868,85047115868,9,https://api.elsevier.com/content/abstract/scopus_id/85047115868
Resilience to flash floods in wetland communities of northeastern Bangladesh,2018-10-01,International Journal of Disaster Risk Reduction,10.1016/j.ijdrr.2018.06.011,2-s2.0-85049092860,85049092860,116,https://api.elsevier.com/content/abstract/scopus_id/85049092860
Enhancing social resilience of the coastal fishing communities: A case study of hilsa (Tenualosa ilisha H.) fishery in Bangladesh,2018-09-29,Sustainability Switzerland,10.3390/su10103501,2-s2.0-85054071307,85054071307,35,https://api.elsevier.com/content/abstract/scopus_id/85054071307
Traditional farming and sustainable development of an indigenous community in the mountain area-a case study of Wutai Village in Taiwan,2018-09-20,Sustainability Switzerland,10.3390/su10103370,2-s2.0-85053687611,85053687611,36,https://api.elsevier.com/content/abstract/scopus_id/85053687611
Effectiveness of agricultural water management technologies on rainfed cereals crop yield and runoff in semi-arid catchment: a meta-analysis,2018-09-03,International Journal of Agricultural Sustainability,10.1080/14735903.2018.1523828,2-s2.0-85053894518,85053894518,26,https://api.elsevier.com/content/abstract/scopus_id/85053894518
Modeling the Dynamics of Community Resilience to Coastal Hazards Using a Bayesian Network,2018-09-03,Annals of the American Association of Geographers,10.1080/24694452.2017.1421896,2-s2.0-85044058997,85044058997,43,https://api.elsevier.com/content/abstract/scopus_id/85044058997
Perceptions of climate change variability and adaptation strategies on smallholder dairy farming systems: Insights from Siaya Sub-County of Western Kenya,2018-09-01,Environmental Development,10.1016/j.envdev.2018.08.001,2-s2.0-85052960198,85052960198,40,https://api.elsevier.com/content/abstract/scopus_id/85052960198
Livestock under climate change: A systematic review of impacts and adaptation,2018-09-01,Climate,10.3390/cli6030054,2-s2.0-85053800851,85053800851,131,https://api.elsevier.com/content/abstract/scopus_id/85053800851
"Perception and adaptation strategies of rural people against the adverse effects of climate variability: A case study of Boset District, East Shewa, Ethiopia",2018-09-01,Environmental Development,10.1016/j.envdev.2018.07.005,2-s2.0-85050269820,85050269820,27,https://api.elsevier.com/content/abstract/scopus_id/85050269820
Drought impact and adaptation strategies in the mid-hill farming system of western nepal,2018-09-01,Environments Mdpi,10.3390/environments5090101,2-s2.0-85060980613,85060980613,57,https://api.elsevier.com/content/abstract/scopus_id/85060980613
Evaluation of Climate Change Adaptation Alternatives for Smallholder Farmers in the Upper Blue-Nile Basin,2018-09-01,Ecological Economics,10.1016/j.ecolecon.2018.05.006,2-s2.0-85047249669,85047249669,26,https://api.elsevier.com/content/abstract/scopus_id/85047249669
Ocean futures: Exploring stakeholders’ perceptions of adaptive capacity to changing marine environments in Northern Norway,2018-09-01,Marine Policy,10.1016/j.marpol.2018.04.001,2-s2.0-85045462851,85045462851,22,https://api.elsevier.com/content/abstract/scopus_id/85045462851
Is agricultural adaptation to global change in lower-income countries on track to meet the future food production challenge?,2018-09-01,Global Environmental Change,10.1016/j.gloenvcha.2018.06.003,2-s2.0-85048635961,85048635961,99,https://api.elsevier.com/content/abstract/scopus_id/85048635961
"Adaptive climate change resilient indigenous fisheries strategies in the floodplain wetlands of West Bengal, India",2018-09-01,Journal of Water and Climate Change,10.2166/wcc.2018.271,2-s2.0-85063522923,85063522923,36,https://api.elsevier.com/content/abstract/scopus_id/85063522923
"Vulnerability of dairy based livelihoods to climate variability and change-a study of Western Ghat Region-Ratnagiri, Maharashtra, India",2018-09-01,Indian Journal of Animal Research,10.18805/ijar.v0iOF.9123,2-s2.0-85060918726,85060918726,2,https://api.elsevier.com/content/abstract/scopus_id/85060918726
Farmers’ willingness to adapt to climate change for sustainable water resources management: A case study of Tunisia,2018-09-01,Journal of Water and Climate Change,10.2166/wcc.2018.171,2-s2.0-85070224654,85070224654,11,https://api.elsevier.com/content/abstract/scopus_id/85070224654
Applying the global RCP–SSP–SPA scenario framework at sub-national scale: A multi-scale and participatory scenario approach,2018-09-01,Science of the Total Environment,10.1016/j.scitotenv.2018.03.368,2-s2.0-85045579166,85045579166,126,https://api.elsevier.com/content/abstract/scopus_id/85045579166
Adapting to change: Prioritising management for the future of the Marine Scalefish Fishery,2018-09-01,Marine Policy,10.1016/j.marpol.2018.02.024,2-s2.0-85044155056,85044155056,4,https://api.elsevier.com/content/abstract/scopus_id/85044155056
Livelihoods on the edge without a safety net: The case of smallholder crop farming in north-central Namibia,2018-09-01,Land,10.3390/land7030079,2-s2.0-85052077879,85052077879,15,https://api.elsevier.com/content/abstract/scopus_id/85052077879
Local perceptions of environmental changes in fishing communities of southwest Madagascar,2018-09-01,Ocean and Coastal Management,10.1016/j.ocecoaman.2018.06.012,2-s2.0-85049311671,85049311671,26,https://api.elsevier.com/content/abstract/scopus_id/85049311671
Rainwater harvesting knowledge and practice for agricultural production in a changing climate: A review from Uganda’s perspective,2018-09-01,Agricultural Engineering International Cigr Journal,,2-s2.0-85056300822,85056300822,17,https://api.elsevier.com/content/abstract/scopus_id/85056300822
Freshwater eels: A symbol of the effects of global change,2018-09-01,Fish and Fisheries,10.1111/faf.12300,2-s2.0-85050508106,85050508106,150,https://api.elsevier.com/content/abstract/scopus_id/85050508106
"Assessment of ecological vulnerability to climate variability on coastal fishing communities: A study of Ungwana Bay and Lower Tana Estuary, Kenya",2018-09-01,Ocean and Coastal Management,10.1016/j.ocecoaman.2018.07.015,2-s2.0-85050804644,85050804644,34,https://api.elsevier.com/content/abstract/scopus_id/85050804644
Avalanche activity and socio-environmental changes leave strong footprints in forested landscapes: A case study in the Vosges medium-high mountain range,2018-09-01,Annals of Glaciology,10.1017/aog.2018.26,2-s2.0-85056148349,85056148349,21,https://api.elsevier.com/content/abstract/scopus_id/85056148349
A global-level model of the potential impacts of climate change on child stunting via income and food price in 2030,2018-09-01,Environmental Health Perspectives,10.1289/EHP2916,2-s2.0-85055453707,85055453707,32,https://api.elsevier.com/content/abstract/scopus_id/85055453707
Impacts of climate change on health and wellbeing in South Africa,2018-09-01,International Journal of Environmental Research and Public Health,10.3390/ijerph15091884,2-s2.0-85052951260,85052951260,110,https://api.elsevier.com/content/abstract/scopus_id/85052951260
When warmer means weaker: high temperatures reduce behavioural and immune defences of the larvae of a major grapevine pest,2018-09-01,Journal of Pest Science,10.1007/s10340-018-0992-y,2-s2.0-85047358831,85047358831,33,https://api.elsevier.com/content/abstract/scopus_id/85047358831
Assessing climate-resilient agriculture for smallholders,2018-09-01,Environmental Development,10.1016/j.envdev.2018.06.002,2-s2.0-85048586056,85048586056,33,https://api.elsevier.com/content/abstract/scopus_id/85048586056
Effects of ocean acidification and salinity variations on the physiology of osmoregulating and osmoconforming crustaceans,2018-09-01,Journal of Comparative Physiology B Biochemical Systemic and Environmental Physiology,10.1007/s00360-018-1167-0,2-s2.0-85048359535,85048359535,56,https://api.elsevier.com/content/abstract/scopus_id/85048359535
Efficiently enforcing artisanal fisheries to protect estuarine biodiversity,2018-09-01,Ecological Applications,10.1002/eap.1744,2-s2.0-85052748036,85052748036,6,https://api.elsevier.com/content/abstract/scopus_id/85052748036
Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,2018-09-01,Global Change Biology,10.1111/gcb.14290,2-s2.0-85047546610,85047546610,69,https://api.elsevier.com/content/abstract/scopus_id/85047546610
Integrating diverse forage sources reduces feed gaps on mixed crop-livestock farms,2018-09-01,Animal,10.1017/S1751731117003196,2-s2.0-85038237263,85038237263,31,https://api.elsevier.com/content/abstract/scopus_id/85038237263
Improved fisheries management could offset many negative effects of climate change,2018-08-29,Science Advances,10.1126/sciadv.aao1378,2-s2.0-85052757381,85052757381,219,https://api.elsevier.com/content/abstract/scopus_id/85052757381
Determinants of crop-livestock diversification in the mixed farming systems: Evidence from central highlands of Ethiopia,2018-08-29,Agriculture and Food Security,10.1186/s40066-018-0212-2,2-s2.0-85052529735,85052529735,67,https://api.elsevier.com/content/abstract/scopus_id/85052529735
"Geophysics to enhance agricultural productivity and livelihoods of smallholder farmers through improved groundwater management of the Vientiane Plain, Lao PDR",2018-08-27,Seg Technical Program Expanded Abstracts,10.1190/segam2018-2998321.1,2-s2.0-85121798787,85121798787,0,https://api.elsevier.com/content/abstract/scopus_id/85121798787
Application of electromagnetic induction to develop a precision irrigation framework to facilitate smallholder dry season farming in the Nasia-Kparigu area of Northern Ghana,2018-08-27,Seg Technical Program Expanded Abstracts,10.1190/segam2018-2997867.1,2-s2.0-85121844125,85121844125,3,https://api.elsevier.com/content/abstract/scopus_id/85121844125
Climate change and farm-level adaptation: the Brazilian Sertão,2018-08-21,International Journal of Climate Change Strategies and Management,10.1108/IJCCSM-04-2017-0088,2-s2.0-85045219070,85045219070,17,https://api.elsevier.com/content/abstract/scopus_id/85045219070
Impacts of socio-psychological factors on actual adoption of sustainable land management practices in dryland andwater stressed areas,2018-08-21,Sustainability Switzerland,10.3390/su10092963,2-s2.0-85052135181,85052135181,57,https://api.elsevier.com/content/abstract/scopus_id/85052135181
Climate change adaptation in the Morogoro Region of Tanzania: women’s decision-making participation in small-scale farm households,2018-08-18,Climate and Development,10.1080/17565529.2017.1318745,2-s2.0-85018968972,85018968972,26,https://api.elsevier.com/content/abstract/scopus_id/85018968972
"Mount Sinabung Eruption: Impact on Local Economy and Smallholder Farming in KaroRegency, North Sumatra",2018-08-16,Iop Conference Series Earth and Environmental Science,10.1088/1755-1315/178/1/012039,2-s2.0-85051966149,85051966149,11,https://api.elsevier.com/content/abstract/scopus_id/85051966149
Climate change impacts and adaptation among smallholder farmers in Central America,2018-08-14,Agriculture and Food Security,10.1186/s40066-018-0209-x,2-s2.0-85051568646,85051568646,248,https://api.elsevier.com/content/abstract/scopus_id/85051568646
The evolution of farm animal biotechnology,2018-08-12,Animal Biotechnology 1 Reproductive Biotechnologies,10.1007/978-3-319-92327-7_1,2-s2.0-85077832506,85077832506,2,https://api.elsevier.com/content/abstract/scopus_id/85077832506
Smallholder farmers’ participation in climate change adaptation programmes: understanding preferences in Nepal,2018-08-09,Climate Policy,10.1080/14693062.2017.1389688,2-s2.0-85041284760,85041284760,25,https://api.elsevier.com/content/abstract/scopus_id/85041284760
"Evaluation of ICTs access, use and preferences for livelihood resilience: results from a survey of Malaysian fisher folks",2018-08-08,Journal of Agricultural Education and Extension,10.1080/1389224X.2018.1479279,2-s2.0-85047667205,85047667205,11,https://api.elsevier.com/content/abstract/scopus_id/85047667205
Using a social learning configuration to increase Vietnamese smallholder farmers’ adaptive capacity to respond to climate change,2018-08-03,Local Environment,10.1080/13549839.2018.1482859,2-s2.0-85048055202,85048055202,40,https://api.elsevier.com/content/abstract/scopus_id/85048055202
Coping with and adapting to climate change: A gender perspective from smallholder farming in Ghana,2018-08-01,Environments Mdpi,10.3390/environments5080086,2-s2.0-85061204719,85061204719,96,https://api.elsevier.com/content/abstract/scopus_id/85061204719
Household Livelihood Differentiation and Vulnerability to Climate Hazards in Rural China,2018-08-01,World Development,10.1016/j.worlddev.2017.10.019,2-s2.0-85034097163,85034097163,35,https://api.elsevier.com/content/abstract/scopus_id/85034097163
Multi-Scalar Pathways to Smallholder Adaptation,2018-08-01,World Development,10.1016/j.worlddev.2017.08.005,2-s2.0-85029583008,85029583008,63,https://api.elsevier.com/content/abstract/scopus_id/85029583008
"Toward a Political Ecology of Migration: Land, Labor Migration, and Climate Change in Northwestern Nicaragua",2018-08-01,World Development,10.1016/j.worlddev.2017.04.023,2-s2.0-85019110940,85019110940,74,https://api.elsevier.com/content/abstract/scopus_id/85019110940
Assessing multi-level drivers of adaptation to climate variability and water insecurity in smallholder irrigation systems,2018-08-01,World Development,10.1016/j.worlddev.2018.02.009,2-s2.0-85042846944,85042846944,25,https://api.elsevier.com/content/abstract/scopus_id/85042846944
Climate change adaptation and the African fisheries: evidence from the UNFCCC National Communications,2018-08-01,Environment Development and Sustainability,10.1007/s10668-017-9960-6,2-s2.0-85018739131,85018739131,9,https://api.elsevier.com/content/abstract/scopus_id/85018739131
Pathways of adaptation to external stressors in coastal natural-resource-dependent communities: Implications for climate change,2018-08-01,World Development,10.1016/j.worlddev.2017.12.007,2-s2.0-85039870961,85039870961,78,https://api.elsevier.com/content/abstract/scopus_id/85039870961
Factors affecting the adoption of multiple climate-smart agricultural practices in the Indo-Gangetic Plains of India,2018-08-01,Natural Resources Forum,10.1111/1477-8947.12152,2-s2.0-85051656758,85051656758,157,https://api.elsevier.com/content/abstract/scopus_id/85051656758
Potential contributions of market-systems development initiatives for building climate resilience,2018-08-01,World Development,10.1016/j.worlddev.2018.02.036,2-s2.0-85051663530,85051663530,34,https://api.elsevier.com/content/abstract/scopus_id/85051663530
Rural coastal community resilience: Assessing a framework in eastern North Carolina,2018-08-01,Ocean and Coastal Management,10.1016/j.ocecoaman.2017.10.010,2-s2.0-85049452294,85049452294,93,https://api.elsevier.com/content/abstract/scopus_id/85049452294
How Do Capital Asset Interactions Affect Livelihood Sensitivity to Climatic Stresses? Insights From the Northeastern Floodplains of Bangladesh,2018-08-01,Ecological Economics,10.1016/j.ecolecon.2018.04.006,2-s2.0-85046029989,85046029989,40,https://api.elsevier.com/content/abstract/scopus_id/85046029989
Understanding agroforestry practices in Europe through landscape features policy promotion,2018-08-01,Agroforestry Systems,10.1007/s10457-018-0212-z,2-s2.0-85042101568,85042101568,28,https://api.elsevier.com/content/abstract/scopus_id/85042101568
Effects of grazing exclusion and environmental conditions on the soil seed bank of a Mediterranean grazed oak wood pasture,2018-08-01,Agroforestry Systems,10.1007/s10457-018-0203-0,2-s2.0-85041557828,85041557828,14,https://api.elsevier.com/content/abstract/scopus_id/85041557828
Impacts of and resilience to climate change at the bottom of the shrimp commodity chain in Bangladesh: A preliminary investigation,2018-08-01,Aquaculture,10.1016/j.aquaculture.2017.05.024,2-s2.0-85020212450,85020212450,44,https://api.elsevier.com/content/abstract/scopus_id/85020212450
"Constraints to smallholder agricultural production in the Western Cape, South Africa",2018-08-01,Physics and Chemistry of the Earth,10.1016/j.pce.2018.05.012,2-s2.0-85048569079,85048569079,17,https://api.elsevier.com/content/abstract/scopus_id/85048569079
QTL analyses for tolerance to abiotic stresses in a common bean (Phaseolus vulgaris L.) population,2018-08-01,Plos One,10.1371/journal.pone.0202342,2-s2.0-85052824572,85052824572,59,https://api.elsevier.com/content/abstract/scopus_id/85052824572
Mapping water-logging damage on winter wheat at parcel level using high spatial resolution satellite data,2018-08-01,ISPRS Journal of Photogrammetry and Remote Sensing,10.1016/j.isprsjprs.2018.05.024,2-s2.0-85048751831,85048751831,45,https://api.elsevier.com/content/abstract/scopus_id/85048751831
What determines irrigation efficiency when farmers face extreme weather events? A field survey of the major wheat producing regions in China,2018-08-01,Journal of Integrative Agriculture,10.1016/S2095-3119(18)62006-4,2-s2.0-85051269463,85051269463,13,https://api.elsevier.com/content/abstract/scopus_id/85051269463
"Transplanting into non-puddled soils with a small-scale mechanical transplanter reduced fuel, labour and irrigation water requirements for rice (Oryza sativa L.) establishment and increased yield",2018-08-01,Field Crops Research,10.1016/j.fcr.2018.06.009,2-s2.0-85049085681,85049085681,41,https://api.elsevier.com/content/abstract/scopus_id/85049085681
Assessing wetland services for improved development decision-making: a case study of mangroves in coastal Bangladesh,2018-08-01,Wetlands Ecology and Management,10.1007/s11273-018-9592-0,2-s2.0-85041494533,85041494533,48,https://api.elsevier.com/content/abstract/scopus_id/85041494533
Small farmers' preferences for weather index insurance: Insights from Kenya,2018-07-31,Agriculture and Food Security,10.1186/s40066-018-0200-6,2-s2.0-85050744551,85050744551,56,https://api.elsevier.com/content/abstract/scopus_id/85050744551
Unearthing Unevenness of Potato Seed Networks in the High Andes: A Comparison of Distinct Cultivar Groups and Farmer Types Following Seasons With and Without Acute Stress,2018-07-30,Frontiers in Sustainable Food Systems,10.3389/fsufs.2018.00043,2-s2.0-85059689406,85059689406,9,https://api.elsevier.com/content/abstract/scopus_id/85059689406
Comment on “designing river flows to improve food security futures in the lower mekong basin”,2018-07-13,Science,10.1126/science.aat1989,2-s2.0-85049787905,85049787905,10,https://api.elsevier.com/content/abstract/scopus_id/85049787905
Barriers and enablers to climate change adaptation in hierarchical governance systems: the case of Vietnam,2018-07-04,Journal of Environmental Policy and Planning,10.1080/1523908X.2018.1447366,2-s2.0-85043324533,85043324533,65,https://api.elsevier.com/content/abstract/scopus_id/85043324533
Indigenous coping and adaptation strategies to climate change of local communities in Tanzania: a review,2018-07-04,Climate and Development,10.1080/17565529.2017.1318739,2-s2.0-85018395157,85018395157,40,https://api.elsevier.com/content/abstract/scopus_id/85018395157
